HOST_NAME,MAX(HOST_LISTINGS_COUNT),AVG(REVIEW_SCORES_RATING)
Arnout,1,100.000000
Haych,1,60.000000
Harp,1,60.000000
Jan En Riet,1,97.000000
Sha,1,100.000000
Yaïr,1,93.000000
Achayla,1,100.000000
Tom Wouter,1,20.000000
Reina,1,99.500000
Splinter,1,100.000000
Loek,1,97.500000
Carlfried,1,100.000000
Hubert,1,97.500000
New,1,
Sake,1,97.000000
Elsemiek,1,97.000000
Camille,1,89.000000
Xabier,1,97.000000
Tariq,1,97.000000
Far,1,90.000000
Deene,1,
Tjadi,1,90.000000
André,1,97.000000
Corinne,1,89.500000
Lotta,1,70.000000
Ilayda,1,
Ondrej,1,100.000000
Willeke,1,95.500000
Elsenora,1,100.000000
Balla,1,100.000000
Margo & Don,1,98.000000
Mylène,1,97.000000
Elvira,1,91.500000
Romeo,1,90.000000
Ercan,1,99.000000
Sergei,1,100.000000
Flip,1,99.500000
Shilun,1,96.000000
Marloes & Richard,1,96.000000
Ivana,1,96.750000
Swie Hong,1,93.000000
Baran,1,76.000000
B Singh,1,81.000000
Roselien,1,100.000000
Kyon,1,100.000000
Amine,1,100.000000
Archie,1,100.000000
Lin,1,95.500000
Monzer,1,95.000000
Elleke,1,92.000000
Else,1,100.000000
Niko & Fany,1,98.000000
Jarvis,1,86.000000
Endo,1,95.000000
Jort,1,91.750000
Hanco,1,99.000000
Elisah,1,100.000000
Alain,1,88.000000
Ndedi,1,80.000000
Kina,1,92.000000
Wilmer,1,94.000000
Barron,1,
Zohra,1,
Liesbeth En Peter,1,95.000000
Eliza,1,99.000000
Eugen,1,96.000000
Gusta,1,98.500000
Arinde,1,85.000000
Agathe,1,
Lipe,1,94.000000
Tasos,1,100.000000
Annelien,1,100.000000
Lennard,1,80.000000
Dimitrios,1,93.000000
Maximiliaan,1,91.000000
Josette,1,80.000000
Gros,1,98.000000
Laurine,1,100.000000
Anne-Cor,1,80.000000
NicoPeg,1,100.000000
Nektaria,1,80.000000
Klaas & Nadine,1,100.000000
Javy,1,100.000000
Jaqueline & Keesjan,1,97.000000
Bas & Saskia,1,100.000000
Konrad,1,93.666667
Wai,1,91.000000
Nata,1,100.000000
Calvin,1,93.000000
Jaco,1,95.000000
Valkiria,1,92.000000
Taetske,1,100.000000
Hanan,1,100.000000
Lasse,1,100.000000
JCesar,1,96.000000
Christy,1,100.000000
Querine,1,95.000000
Florine & Rutger,1,80.000000
Ryanne,1,100.000000
Javier,1,100.000000
Marwa,1,93.000000
Phoebe & Valentijn,1,93.000000
Henk And Caroline,1,95.000000
Livia,1,99.000000
Polly,1,
Ward,1,96.333333
Wisse,1,100.000000
Fre,1,100.000000
Fransje,1,92.000000
Lysanne,1,95.000000
Berend,1,99.000000
Gersom,1,90.000000
Houman,1,99.000000
Sarina,1,93.000000
Nidi,1,90.000000
Yeng,1,100.000000
Donald,1,100.000000
Yorrick,1,99.000000
Rubens,1,100.000000
Dieter,1,100.000000
Hamid,1,80.000000
Yelena,1,96.000000
Jeldau,1,90.000000
Camilla,1,100.000000
Rei,1,100.000000
Segers,1,100.000000
Ananda,1,95.000000
Malek,1,96.000000
Or,1,89.500000
Jilly,1,100.000000
Fulco,1,97.500000
Anneloek,1,100.000000
Nesrin,1,96.000000
Shanthi & Bram,1,96.000000
Maelle,1,93.000000
François,1,86.333333
Wim And Jeremy,1,98.000000
Bronwyn,1,100.000000
Paskalle,1,97.000000
Ionut,1,100.000000
Mariken & Coen,1,98.000000
Janique,1,95.000000
Zainab,1,100.000000
Ali Murat,1,100.000000
Katjo,1,100.000000
Ingy,1,
Jorik,1,83.000000
Peg,1,100.000000
Basar,1,97.000000
Justyna,1,100.000000
Ates,1,80.000000
Elsa,1,90.000000
Alissa,1,97.000000
Andrea And Mark,1,100.000000
Joy,1,98.000000
Strahinja,1,98.000000
Pixel,1,80.000000
Swaen,1,100.000000
Evan,1,100.000000
Roelien,1,93.000000
Floor & Joost,1,
Colette,1,100.000000
Berend Jan,1,96.000000
Dimitra,1,100.000000
Eduardo,1,95.000000
Martijn And Kim,1,97.000000
Georno,1,96.000000
James Bryan,1,87.000000
Minte,1,90.000000
Bart & Carolyn,1,90.000000
Ieva,1,93.000000
Ebru,1,100.000000
Zaym,1,100.000000
Valerius Private Guesthouse,1,99.000000
Morillio,1,
Brechtje,1,92.500000
Renz,1,94.000000
Jenna,1,93.000000
Beatrice,1,97.000000
Lidewij,1,100.000000
Olivier And Sarah,1,98.000000
Noa,1,90.500000
Younes,1,93.000000
Feride,1,100.000000
Stephen,1,95.333333
Marak,1,98.000000
Liza And Klaartje,1,100.000000
Wessel En Mala,1,83.000000
Frederike,1,98.666667
Oleksandr,1,95.000000
Monica,1,99.000000
Jonah,1,93.000000
Anthon,1,95.000000
Vlad,1,96.000000
Youri,1,92.000000
Morgan Shae,1,100.000000
Ezequias,1,95.000000
Clovis,1,
Anneloe,1,100.000000
Nicky & Olivier,1,100.000000
Chakira,1,100.000000
Rudolfs,1,
Bea,1,99.500000
Quierine,1,90.000000
Anno,1,
Maroesja,1,100.000000
Ewan,1,
David & Lisa,1,100.000000
Yasi,1,98.000000
Lisen & Niels,1,60.000000
Cornelis,1,93.500000
Antoine,1,89.000000
Megan,1,85.250000
Brouwer,1,90.000000
Desi,1,95.333333
Collin,1,100.000000
Sissi,1,90.000000
Liza,1,96.400000
Amaya,1,100.000000
Cass,1,98.000000
Jantien,1,93.666667
Gerton,1,88.000000
Abdurahman,1,94.000000
YoDa,1,
Yuha,1,100.000000
Abbe,1,70.000000
Robertus Marinus,1,100.000000
Klaar,1,
Wikke,1,96.000000
Kalsang & Thecla,1,98.000000
Chems,1,82.000000
Azar,1,100.000000
Jaro,1,80.000000
Alon,1,86.000000
Betty,1,98.333333
Meis,1,90.000000
Annelieke,1,97.666667
Ruby Ann,1,95.000000
Soraya,1,92.500000
Rieteke,1,98.000000
Csenge,1,97.000000
Selena,1,98.000000
Fabian,1,96.200000
Cozy,1,95.000000
Lennaert,1,80.000000
Rink & Inge,1,96.000000
Line,1,92.000000
Arley,1,
Firda,1,
Cissy,1,83.000000
Maayke,1,93.000000
Sharine,1,100.000000
Debby & Frits,1,100.000000
Dasha,1,93.000000
Ren,1,90.000000
Jonne,1,95.333333
J.H.P.,1,100.000000
Ann,1,88.000000
Joris En Paulien,1,99.000000
Flora,1,95.000000
Agnieta,1,95.000000
Erkan,1,100.000000
Zdenka,1,96.000000
Lynda,1,100.000000
Hala,1,84.000000
Ninah,1,98.000000
Ami,1,97.500000
Laurence,1,98.000000
Dmitry,1,
Von,1,98.000000
Arune,1,100.000000
Svitlana,1,97.000000
Anthi,1,100.000000
Ori,1,100.000000
John Edward,1,83.000000
Frederic,1,97.500000
Marcin,1,100.000000
Wietse,1,97.333333
Yegor,1,92.000000
Mher,1,93.000000
Barbara Dijkstra,1,96.000000
Jasmina,1,97.000000
Gerco,1,93.000000
Cem,1,96.000000
Mehmet Ali,1,85.000000
Tom & Noor,1,95.000000
Geertje,1,94.600000
Alma,1,90.000000
Juul En Michel,1,100.000000
Feico,1,92.500000
Laure,1,93.000000
Bob'S,1,100.000000
Sammie,1,100.000000
Mieke En Serge,1,100.000000
Joao And Melanie,1,
Harnold,1,
Tushar,1,97.000000
Aureliano,1,87.000000
Berber,1,93.666667
Nils Johan,1,96.000000
Daniel & Danielle,1,98.000000
Skye,1,60.000000
Lise-Lotte,1,100.000000
Vanja,1,100.000000
Maurine,1,100.000000
Afke,1,
Jarl,1,98.000000
Anne Wil,1,
Milàn,1,80.000000
Gian,1,100.000000
Seren,1,80.000000
Marieleen,1,95.000000
Julia And Olivier,1,80.000000
Jozef,1,100.000000
Evianne,1,85.000000
Ninon,1,80.000000
Lola,1,
Bert-Jan,1,100.000000
Gabry,1,100.000000
Janiek,1,95.000000
Indra,1,97.000000
Cera,1,96.000000
Giancarlo,1,100.000000
Anıl,1,94.000000
Stephany,1,96.000000
Jorus,1,100.000000
Casper & Roos,1,100.000000
Milan & Yael,1,100.000000
Adri,1,100.000000
Zenaida,1,100.000000
Rogier En Marjan,1,93.000000
Anila,1,96.000000
Keven & Mia,1,100.000000
Jaymi,1,90.000000
Savva,1,96.000000
Adrián,1,92.000000
Nikola,1,88.000000
Mako,1,98.000000
Mino Francesco,1,80.000000
Wende,1,96.000000
Jonas & Inês,1,93.000000
Moos,1,100.000000
Lindy,1,
Gea,1,100.000000
Lerna,1,90.000000
Dhruv,1,
Sinah,1,68.000000
Jorgine,1,100.000000
Marcio,1,
Maria Eline,1,98.000000
Corné,1,100.000000
Yuta,1,93.000000
Rosaline,1,100.000000
Ank,1,100.000000
Amstel River Studio,1,87.000000
Kristie,1,100.000000
Juan Fernando,1,86.000000
Merthijn,1,100.000000
Puja,1,93.000000
Okem,1,100.000000
Reinhilde,1,96.000000
Erdem,1,
Carles,1,100.000000
Anudari,1,
Ivone,1,100.000000
Mattia,1,60.000000
Hedy,1,
Rinke,1,
Marcelle,1,
Rosemarie,1,100.000000
Norah,1,80.000000
Kerem,1,98.000000
Jorre,1,
Malon,1,100.000000
Giuliano,1,96.000000
Douwke,1,100.000000
Erme,1,100.000000
Lucien,1,83.000000
Afra,1,100.000000
Prasuk,1,
Kari,1,100.000000
The,1,100.000000
Cnaan,1,
Nazan,1,95.000000
Coosje,1,96.000000
Lav,1,
Snezana,1,97.000000
Tsjeard,1,80.000000
Coco & Ad,1,
Fernanda & Roy,1,90.000000
Elyn,1,98.000000
Eldon,1,90.000000
Basnau,1,84.000000
Jacqie.,1,99.000000
Dean,1,100.000000
Théo,1,88.000000
Abraham,1,97.000000
Ashwin,1,
Marzena,1,96.000000
Marcha,1,87.000000
Yorieke,1,84.000000
Anna & Rein,1,100.000000
Adem,1,97.500000
Tequan,1,
Jackson,1,98.000000
Ekim,1,80.000000
Mijke,1,100.000000
Son,1,90.000000
Jacky,1,96.000000
Mats,1,97.500000
Nikée,1,80.000000
Cheryl,1,
Dieneke,1,100.000000
Sytze,1,91.000000
Marsha,1,86.000000
Adrien,1,100.000000
Momo,1,88.000000
Dienke,1,
Freekje,1,80.000000
Sal Nedime,1,86.000000
Fabien,1,100.000000
Lori,1,95.666667
Kami & Ruben,1,100.000000
Fabiënne,1,
Jarno,1,90.000000
Ehab,1,98.000000
Jorna,1,100.000000
Jr,1,93.000000
Yvy,1,100.000000
Yoeki,1,
Berenice,1,93.000000
Desmond,1,100.000000
Rijcko,1,89.000000
Garen,1,95.000000
Matías,1,93.000000
Aster,1,100.000000
Thib,1,98.000000
Moniek,1,99.000000
Lokke,1,100.000000
Selina,1,92.000000
Kyung-Sook,1,100.000000
Mason,1,92.000000
Mai,1,95.500000
Juhee,1,80.000000
Cecilie,1,87.000000
Atte,1,100.000000
Pui-Han,1,100.000000
Joakim,1,80.000000
Lijuan,1,76.000000
Any,1,98.000000
Isabella,1,94.666667
Armin,1,100.000000
Dor,1,100.000000
Gijske,1,95.000000
Bert And Lisette,1,100.000000
Fern,1,99.000000
Edith Pearl,1,94.000000
Mikky,1,86.000000
Alenka,1,
BnB 39,1,
Kun,1,96.000000
Eve & Franklin,1,96.000000
Frank En Jacqueline,1,95.000000
Anne-Lynn,1,
Yajna,1,
Diederick & Kim,1,100.000000
Binbin,1,89.000000
Jushin,1,97.000000
Laura & Ingmar,1,100.000000
Tjee,1,95.000000
Brigit,1,100.000000
Stanislava,1,
Valborg,1,100.000000
Jack & Cecilia,1,99.000000
Q,1,91.000000
Tibor,1,94.000000
Aliona,1,80.000000
Mèlanie,1,93.000000
Jeske,1,100.000000
Ariane,1,
Yang,1,
Jessica&Pie,1,99.000000
Isa,1,97.000000
Marteen,1,99.000000
Primo,1,96.000000
Gwen,1,91.000000
Bowen,1,94.000000
Sabina,1,89.000000
Viorel,1,94.000000
JanDirk,1,87.000000
Sannna,1,67.000000
Samatha,1,84.000000
Pyrola,1,99.000000
Meltem & Rik,1,95.000000
Gaurav,1,96.000000
Wiebren,1,96.000000
Djoeke,1,87.000000
Yenneke,1,95.000000
Sophie And Bas,1,99.000000
Meiyi,1,
Fons,1,88.000000
Skyler,1,96.000000
Gijs + Emilie,1,100.000000
Jurriën,1,93.000000
Jennie,1,85.500000
Gautier,1,98.000000
Barak,1,97.000000
Lieveke,1,87.000000
Jona,1,96.500000
Marije & Ruud,1,93.000000
Sayed,1,89.000000
Bob En Stefanie,1,93.000000
Anieck,1,80.000000
Noam,1,100.000000
Garmir,1,
Akko,1,95.000000
Franka & Niels,1,
Kevin & Angeleca,1,93.000000
Denny,1,93.000000
Shana,1,91.000000
Tes & Piet,1,97.000000
Adelina,1,
Alex Allard,1,83.000000
Nishit,1,88.000000
Foke,1,98.000000
Miika,1,100.000000
Josep Oriol,1,90.000000
Mirjana,1,100.000000
Poppy,1,
Khalid,1,
Ghassan,1,100.000000
Sasa,1,100.000000
Vero,1,95.000000
Murilo,1,95.000000
Marjolein (& Krijn),1,95.000000
Bart & Nancy,1,99.000000
Antoan,1,93.000000
Efrine,1,85.000000
Jasper & Eveline,1,100.000000
Zara,1,
Merlyn,1,94.000000
Tim En Leonie,1,100.000000
"Jeroen, Simone & Zoe",1,100.000000
Sharon & Martin,1,100.000000
Rodin,1,97.000000
Kwok-Wah (Kokkie),1,100.000000
Hangfeng,1,95.000000
Badia,1,80.000000
Unsal,1,
Emi,1,
Louie,1,
Lisalou,1,
Serina,1,90.000000
Skander,1,92.000000
Charly,1,100.000000
Deni,1,100.000000
Kavita,1,100.000000
Radhesh Krishnan,1,95.000000
Winkel,1,
Aryan,1,
Paul En Nikky,1,
J.,1,60.000000
Emmy'S Bnb,1,100.000000
Marichelle,1,96.000000
Gladys,1,100.000000
PJ & Mariska,1,
Jan Christoph,1,
Marajsa,1,
Lauret,1,
Amar,1,
Jefta,1,
Clemens & Mariam,1,
Chadd,1,
Marika,1,
Jacintha,1,96.000000
Aiten,1,97.000000
Arja,1,100.000000
Minka,1,91.000000
Elias,1,99.000000
Davy,1,100.000000
Foti,1,96.000000
Savvas,1,98.000000
Sandrine,1,100.000000
Elise & Hugo,1,90.000000
Anouck,1,98.500000
Hans En Fonteyn,1,99.000000
Chi,1,93.000000
Jan & Desti,1,98.000000
Krischan,1,91.000000
Boyd,1,99.000000
Moti & Sue,1,98.000000
Josselien,1,96.000000
Kamal,1,100.000000
Kimo En Marieke,1,100.000000
Zoran,1,100.000000
Vikenti,1,100.000000
Jaila,1,100.000000
Ambra,1,98.000000
Hadil,1,
Dopazo,1,100.000000
Salvoandrea,1,80.000000
Onur,1,
Inex,1,
Richella,1,100.000000
Zosia & Lennart,1,100.000000
Frank Matthijs,1,98.000000
Dj,1,98.000000
Syll,1,96.000000
Eduard & Gwenny,1,100.000000
Itamar&Freke,1,100.000000
Annemarth,1,91.000000
Cyrelle,1,100.000000
Marcel En Manja,1,
Toprak,1,100.000000
Edouard,1,97.000000
Niosha,1,97.000000
Qian,1,97.000000
Elize,1,97.333333
Owin,1,100.000000
Zofia,1,99.000000
Clare,1,87.000000
Sedef,1,97.000000
Nadja,1,93.000000
Sixtine,1,98.000000
Suela,1,89.000000
Jeja & Bob,1,96.000000
Mirka,1,98.000000
Duka,1,70.000000
Florike,1,97.000000
Jan Karel,1,92.000000
Loraine,1,93.000000
Clint,1,94.000000
Leopoldo,1,94.000000
Jelani,1,91.000000
Hilmina,1,93.000000
Vlien,1,100.000000
Jakub,1,95.000000
Derk-Jan,1,100.000000
Ignacio,1,100.000000
Antony,1,99.000000
Marinda,1,80.000000
Olmo & Diede,1,93.000000
Trees,1,95.000000
Olof,1,97.000000
Rinske & Michiel,1,93.000000
Allart,1,99.000000
Edwi,1,100.000000
Maryse,1,84.000000
Hanna & Niels,1,98.000000
Tes,1,100.000000
Mouheddine,1,
Henricke,1,100.000000
Jildo,1,100.000000
Sieto,1,99.000000
Saguymi,1,94.000000
João,1,100.000000
Jeannot,1,98.000000
Hebe,1,98.000000
Rose & Mike,1,96.000000
Meng,1,
Bonnie,1,
Jos & Anita,1,100.000000
Celien,1,91.000000
Magdalena Maria,1,85.000000
"Lonneke, Els & Styn",1,94.000000
Jasper & Floor,1,98.000000
Joska,1,
Sahbi,1,99.000000
Karmen,1,100.000000
Kirill,1,100.000000
Liek,1,93.000000
Yarin,1,
Bibian,1,99.000000
Maron,1,93.000000
Nyncke,1,98.000000
Sjeela,1,90.000000
Gul,1,92.000000
Ydir,1,98.000000
Janco,1,94.000000
Beke And José,1,97.000000
Isadora And Cristian,1,92.500000
Monique&Robert,1,93.000000
Manila,1,93.000000
Remco & Jo,1,96.000000
Eelco & Ineke,1,97.000000
Frank&Elise,1,100.000000
Ronan,1,98.000000
Peppe + Karian,1,100.000000
Andra,1,97.000000
Patagonic,1,99.000000
Lilia,1,94.000000
Carlet,1,92.000000
Roan & Laura,1,100.000000
Aat En Janneke,1,99.000000
Aisia,1,100.000000
Suzan En Dirk,1,98.000000
Monique & Chris,1,96.000000
Emre,1,95.000000
Henkjan,1,96.000000
Jankees,1,
Lidia,1,97.000000
Annelore,1,96.000000
Yu,1,85.000000
Brendan,1,90.000000
Tien,1,90.000000
Neira,1,97.000000
Romee,1,94.000000
Josha,1,98.000000
Arjen En Elisa,1,
Houdijn,1,97.000000
Corey,1,91.000000
Aelwyn,1,100.000000
Jean,1,99.000000
Jon,1,92.500000
Natália,1,
Me,1,90.000000
Léanne,1,90.000000
Lutfiye,1,95.000000
Youri & Marc,1,100.000000
Raquel,1,87.000000
Eva Willemijn,1,100.000000
Guyon,1,95.000000
Yannic,1,94.000000
Jim Yves,1,100.000000
Jente,1,95.000000
Florian & Patrícia,1,95.000000
Joekenel,1,95.000000
Victor David,1,
Christianne,1,
Cansu,1,100.000000
Paradiso,1,100.000000
Sabrina And Redmar,1,96.000000
Annemarel,1,
Efrancken,1,
B&B Holland,1,
Carmit,1,80.000000
Kristan,1,94.000000
Gyöngyvér (Gigi),1,98.000000
Pranav,1,100.000000
Juliëtte,1,93.000000
Eudes,1,93.000000
Katrín,1,100.000000
Erzsi,1,99.000000
Bar,1,86.500000
Henry And Iris,1,99.000000
Piet-Hein,1,99.000000
Maike & Marc,1,100.000000
Jim & Carlos,1,100.000000
Artie,1,99.000000
Bibianne,1,98.000000
Janeez,1,90.000000
Ola,1,97.000000
Olive,1,99.000000
Jasmijn & Tim,1,98.000000
Fm,1,90.000000
Zwier,1,93.000000
Junior,1,95.000000
Eric & Carla,1,97.000000
Mayken,1,93.000000
Bonny,1,90.000000
Peter & Lyanne,1,97.000000
Kutay,1,96.000000
Vicki,1,97.000000
Sicco,1,60.000000
Info,1,
Mamereke,1,94.000000
Marie Nanette,1,100.000000
Demian & Eunice,1,97.000000
Leah,1,95.500000
Jannie,1,96.000000
Ferry,1,100.000000
Audny,1,93.000000
Annalies,1,96.000000
Stefany,1,100.000000
Coby & Ivo,1,100.000000
Gustavo,1,92.500000
Josine,1,95.000000
Marinus & Judith,1,90.000000
Saurabh,1,93.000000
Saira,1,97.000000
Anne Marie,1,95.000000
Alexandru,1,92.000000
Usha,1,95.000000
Yanna,1,96.000000
Anca,1,100.000000
Elsemieke & Stijn,1,97.000000
Jurre,1,94.000000
Anas,1,96.000000
Zane,1,95.000000
Zsuzsa,1,98.000000
Annemarieke,1,
Steven Van,1,93.000000
The Jeltes Family,1,91.000000
Fadi & Riek,1,97.000000
Zuhal,1,96.000000
Berry,1,96.500000
Fenne,1,96.000000
Yani,1,100.000000
Kay,1,98.000000
Serah,1,100.000000
Coot,1,100.000000
Ikenna,1,97.000000
Belinda,1,82.000000
Simon & Javier,1,98.000000
Hajo,1,100.000000
Reinier & Irene,1,100.000000
Yentl,1,96.000000
Susan & ManKit,1,100.000000
Nouchka,1,96.000000
Saartje,1,100.000000
Vincent & Dennis,1,
Eskil,1,87.000000
Fei An,1,96.000000
Luit,1,90.000000
Kostya,1,88.000000
Burt,1,90.000000
Ferdinand & Denise,1,97.000000
Alba & Jan,1,99.000000
Feitze & Ruth,1,94.000000
Maran,1,
Farhad,1,
Ronel-Giliam,1,95.000000
Joline,1,100.000000
Edgard,1,
Jacobine,1,97.500000
Maaike And Richard,1,99.000000
Beth,1,96.000000
Beck,1,80.000000
Sebas,1,97.000000
Koos And Sandra,1,99.000000
Janneke & Tim,1,98.000000
Yama,1,97.000000
Partoe,1,96.000000
Marlieke,1,96.000000
Ea,1,98.500000
Ivy,1,80.000000
Jurian,1,98.500000
Marly And Qaid,1,90.000000
Jan-Erik,1,97.000000
Mariel,1,94.000000
Núbia,1,100.000000
Agnes & Thomas,1,91.000000
Anders,1,100.000000
Harald&Angie,1,100.000000
Manos,1,
Ibrahim,1,93.000000
Tim&Ninke,1,93.000000
Anne-Floor,1,92.000000
Debbie Elisabeth,1,97.000000
Jeroen & Anniek,1,98.000000
Margherita,1,
Tresja,1,100.000000
Minouk,1,99.000000
Rita,1,98.000000
Willem En Anaatje,1,98.000000
Marga,1,100.000000
Evie,1,96.000000
Omar Mark,1,100.000000
Jan-Harmen,1,95.000000
Cherrie,1,100.000000
Riccardo Maria,1,100.000000
Redmar,1,100.000000
Blanka,1,85.000000
Maryk,1,92.000000
Lanpu,1,95.000000
Alou,1,
Chiehong,1,98.000000
Sarayah,1,100.000000
Layna,1,93.000000
Ludovic,1,96.000000
Zornitsa,1,
Gotske,1,
Gor,1,96.000000
Njord,1,96.000000
Leticia,1,75.000000
Jun,1,100.000000
Wibe,1,100.000000
Takis,1,
Branko,1,100.000000
S Rehan,1,93.000000
Sinette,1,98.000000
Galit,1,97.000000
Theresa,1,98.000000
Eibert,1,85.000000
Gili,1,100.000000
Desta,1,
Chrie,1,88.000000
Cobus,1,99.000000
Brechje,1,100.000000
Pieterjan,1,67.000000
Nassira,1,99.000000
Pipin,1,97.000000
L.A.M.,1,95.000000
Goos & Arno,1,
Joost & Louky,1,98.000000
Engin,1,
Justus,1,92.000000
Antoinette-Nausikaa,1,95.000000
Fan,1,100.000000
Tamer,1,98.000000
Maurice & Christelle,1,100.000000
Luky,1,93.000000
Charline,1,
Vielka,1,90.000000
Oskar,1,100.000000
Sanne & Lars,1,100.000000
Deshana,1,100.000000
Mendes,1,100.000000
Keith,1,100.000000
Rhonda,1,100.000000
Renno,1,100.000000
Arindam,1,100.000000
Cristhian,1,100.000000
Ruta,1,
Hana,1,
Rozaliia,1,
Ezio,1,100.000000
Borja,1,96.000000
Gaby,1,89.000000
Tiina,1,98.000000
Luke,1,94.750000
Lambert,1,
Jiltina,1,97.000000
Jasja,1,97.000000
Gosia,1,97.000000
Corrie,1,96.500000
Bigg,1,94.000000
Balthazar,1,80.000000
Canal View Suite,1,96.000000
Carlijn & Jan Hein,1,
Jordann,1,80.000000
Phuong,1,100.000000
Thérèse,1,
Raine,1,
Orsetta,1,
Anna & Benjamin,1,93.000000
Casper En Anne Marie,1,
Haiko,1,96.000000
Erik Paul,1,
Esma,1,100.000000
Doodle,1,93.000000
Rami,1,100.000000
Rozemyn,1,
Ethel,1,95.000000
Cinzia,1,
Aartie,1,
Thuy,1,
Ismeria,1,
Gérard,1,
Diane,1,100.000000
Emeline,1,
Chrit,1,100.000000
Diar,1,
Alyssa,1,100.000000
Ouriel,1,90.000000
Margot & Gerwin,1,98.000000
Jacobeijn,1,86.000000
Zoi,1,90.000000
Hegias,1,100.000000
Marie-Christien,1,89.000000
Tialda,1,98.000000
Nada,1,97.000000
Nicolle,1,100.000000
Jeroen & Marijje,1,
Hiltsje,1,99.000000
Martin Pina,1,99.000000
Ash,1,100.000000
Mellijn,1,94.000000
Malti,1,97.000000
Maÿlis,1,97.000000
Selen,1,97.000000
Irvine,1,100.000000
Aurélien,1,
Raïsa,1,100.000000
Huibert,1,
Fre´,1,94.000000
Janire,1,99.000000
B1n2m3zxc,1,
Foto,1,94.000000
Enny,1,98.000000
Elian,1,90.000000
Besma,1,94.000000
K.J.,1,98.000000
Warja And Vera,1,99.000000
Ronit,1,94.000000
Geerten,1,80.000000
Meike En Rutger,1,97.000000
Adrianne,1,96.000000
Kai  & Yuri,1,91.000000
Pauline And Paul,1,93.000000
Elvirak,1,88.000000
Wendela Margaretha,1,90.000000
Lieselot,1,96.000000
Tjade,1,100.000000
Tris,1,99.000000
Silver,1,96.000000
Malkanthi,1,97.000000
Jaysel & Mathieu,1,89.000000
Jannes & Neeltje,1,93.000000
Lucette,1,99.000000
Tjarda,1,97.000000
Dexter,1,96.000000
Anoek,1,91.000000
Geerda,1,98.000000
Ecaterina,1,100.000000
Chao,1,94.000000
Marjet,1,91.000000
Le,1,100.000000
Jacoline,1,97.000000
Rembrandt,1,90.000000
Aleksandr,1,98.000000
Dorota,1,40.000000
Ebubekir,1,90.000000
Sadi,1,89.000000
Sándor,1,90.000000
Harmen,1,93.000000
Iva,1,96.000000
Zander,1,94.000000
Dex,1,97.000000
Oonagh,1,92.000000
Nora & Corinne,1,97.000000
Mike En Katina,1,100.000000
Malik,1,99.000000
Rogier & Inge,1,100.000000
Maxa,1,98.000000
Aysel,1,96.000000
Vered,1,
Deon,1,94.000000
Hailey,1,80.000000
Jiri,1,93.000000
Randy,1,94.000000
Fabian&Tijana,1,100.000000
Zira,1,94.000000
Rune,1,98.000000
Yola,1,100.000000
Annikó,1,100.000000
Esmeralda,1,93.000000
Jenni,1,
Frank & Jasmijn,1,97.000000
Saïd,1,98.000000
Manie,1,88.000000
Gyuszi,1,98.000000
Jooske,1,98.000000
Sezen & Jeroen,1,89.000000
Leanne,1,93.250000
Lobke,1,93.000000
Fé,1,96.000000
Gerbrand,1,100.000000
Ricky,1,96.000000
Mattijs,1,96.625000
Ferenc,1,95.000000
Steef,1,94.000000
Bart & Maja,1,95.000000
Zita,1,98.000000
Broos,1,100.000000
Frau,1,67.000000
Shirley,1,95.000000
Tessie,1,98.000000
Daniël & Lai,1,92.000000
Annemiek,1,94.333333
Jaime,1,93.500000
Tawan,1,97.000000
Pavel,1,
Peter En Katja,1,98.000000
Zoë,1,80.000000
Friedrich,1,97.000000
Hester & Maarten,1,96.000000
Franka,1,95.666667
Nafize,1,100.000000
Pryscilla,1,92.000000
Ceyda,1,93.000000
Emmanuel,1,97.000000
Eveline & Vincent,1,94.000000
Magda,1,98.333333
Nelleke,1,98.500000
Veere,1,98.000000
Jan Remmelt,1,99.000000
Annelotte,1,95.000000
Josta,1,99.000000
Art,1,94.750000
Miki,1,89.000000
F.,1,99.500000
Shawn,1,96.333333
Jan-Joost,1,95.000000
Peter & David,1,97.000000
Maartje & Michel,1,
Chad,1,96.000000
Roald,1,96.000000
Adel,1,90.500000
Leandro,1,97.000000
Baafje,1,100.000000
Giorgio,1,91.000000
Siz,1,99.000000
Hanane,1,96.000000
Maarten & Faryel,1,97.000000
Hannah & Niels,1,100.000000
Henk Jan & Margje,1,96.000000
Tyler,1,90.000000
Marlet,1,100.000000
Katia,1,98.000000
Rens,1,89.666667
Robert & Mark,1,
Rosalie,1,97.666667
Jaymz,1,93.000000
Jan-Jacob,1,100.000000
Li,1,98.000000
Anna En John,1,98.000000
I-Han,1,
Yassien,1,89.000000
Durk,1,99.500000
Dim,1,99.000000
Peyman,1,100.000000
Dianca,1,100.000000
Ente,1,98.000000
Annefloor,1,99.000000
Nimesh,1,97.000000
Jelger,1,70.000000
Lukas,1,94.000000
Zora,1,93.000000
Lettie,1,98.000000
Darla,1,92.000000
Constanze,1,97.000000
Klaske,1,97.500000
Josje,1,97.000000
Lucille,1,93.000000
Maret,1,99.000000
Majella,1,100.000000
Stuart,1,95.500000
Milo,1,95.000000
Clémantine,1,
Alessandra,1,96.500000
Meral,1,96.000000
Eva & Wouter,1,97.000000
Rocío,1,93.000000
Leslie,1,98.000000
Nadia & Daniel,1,95.000000
Athiná,1,92.000000
Friso,1,98.000000
Rodney,1,
Arie,1,98.800000
